"sentence","category"
"Not bad not great","OTHER"
"Awesome","OTHER"
"It didn't have any songs","OTHER"
"This is a 5 star with Youtube on it please bring it back","FEATURE REQUEST"
"Its the coolest music downloader ever","OTHER"
"Lame","OTHER"
"Frostwire used to be amazing with it's selection of YouTube videos but I understand why you had to remove it.","INFORMATION GIVING"
"I however have run into a problem that ruins this for me, I have gone to the site tgat features plus and I have downloaded it but once I have had it for about an hour it reverts to it's youtubeless form.","OTHER"
"I have removed this version from my phone but that hasn't helped :( If you guys could figure out if there is a way to fix this I would be very happy!","PROBLEM DISCOVERY"
"But fixing my persons problem isn't your jobs","PROBLEM DISCOVERY"
"Music app","OTHER"
"I have a broken !!!","OTHER"
"I loved it","OTHER"
"I like it so much","OTHER"
"This the best one yet","OTHER"
"Sucks dog dick the search doesnt work everytime i try bout to uninstall","PROBLEM DISCOVERY"
"It was doing great my favorite app but now all of a sudden it won't let me download anything now","OTHER"
"Hoping work good","OTHER"
"It is amazing I get to download all the songs I want","OTHER"
"Awesome but don't have all songs","INFORMATION GIVING"
"I CAN'T STAND PLAYSTORE ANYMORE, NO MUSIC DOWNLOADING APPS WORK AND THIS IS ONE OF THE WORST!!!","PROBLEM DISCOVERY"
"IM GETTING A IPHONE.","OTHER"
"When i first used it.it worked but then it started just messing up asking for different key words over and over and when i tried a different key word it would erase it and ask again","INFORMATION GIVING"
"After the update of the app it become worst now no music i can download now","OTHER"
"All night I've been up just trying to get some tunes and not a single app on this ENTIRE STORE has the ability to simply download ANYTHING.","OTHER"
"This is completely ridiculous, every single app is just the same it says ""hey we download music right onto your phone"" but really none if them do anything at all, its either a really nice app except there's a ton of strings attached or its a free, sloppy diqusting app that seems to do nothing what so ever, like this one for example.","OTHER"
"A good one here and there but most are crap and downloads random other songs on its own","OTHER"
"No more Youtube","OTHER"
"It is so cool","OTHER"
".","OTHER"
"Like it","OTHER"
"this app slays","OTHER"
"Yguy","OTHER"
"Use to be my best app but now it keep telling me there is no results for any of the song I look up every time","OTHER"
"You messed it up now I can't download anything y'all should of left it alone","PROBLEM DISCOVERY"
"Did not have any songs!!","INFORMATION SEEKING"
"Sooo much better than Google Play Music, lets you download music directly to SD Card, and sound quality is great!","OTHER"
"I don't like not being able to preview the music","OTHER"
"I really liked it before, but now it just sucks.","OTHER"
"It doesn't know anything I type in","OTHER"
"It does not have the songs I want it used to have my favorite songs but when I search moriah Peters you carry me it does not show up help me","PROBLEM DISCOVERY"
"They say to download the Plus version to still have YouTube results but that only works until the app is then updated from here.","OTHER"
"Disabling auto update only works for a time & then it eventually updates & you're back to the shite version from on here.","OTHER"
"I've had it with this, uninstalled & using a different torrent downloader now.","OTHER"
"( ,_ )","OTHER"
"It doesn't give me the songs that I want","OTHER"
"I tried downloading ""thats not my name"" and when it was done I was so excited to listen to it but when I did it put on some messed up song","OTHER"
"Please put youtube back .","OTHER"
"It is bad in quality","OTHER"
"I love the app and all, but there is a problem when you play the music, it says that ""this kind of audio can not be played "" and this happens to every single song, please fix it, thank you Frostwire","PROBLEM DISCOVERY"
"Whats going on i cant get anymore youtube searches.not good.soundcloud is the worst","PROBLEM DISCOVERY"
"Love it!","OTHER"
"!!!!","OTHER"
"I used to get to dowload what ever song i want now.","OTHER"
"Every song i type in it cant find it.","PROBLEM DISCOVERY"
"Like wtf dude.","OTHER"
"I cant find anything and when i do its covers.","PROBLEM DISCOVERY"
"i dont want covers.","OTHER"
"I want the original song.","OTHER"
"Five different searches yielded no results found.","OTHER"
"Waste of time.","OTHER"
"This was the best app for android music players.but now all I can find is the lame remixes other ppl did.","OTHER"
"I downloaded the update but still get the same results.","OTHER"
"Fix this!!!","OTHER"
"Just another youtube","OTHER"
"Got rid of youtube and that's where I get all my music from!!","OTHER"
"So far hate the new update!!","OTHER"
"Loved it!","OTHER"
"When I updated it stopped having YouTube as a option for downloads, which is where I listen to most of my music.","OTHER"
"Bring YouTube back!!","OTHER"
"it's not the best but it will do ig","OTHER"
"Downloaded a few songs, went into my media player and had various songs I DID NOT download.","OTHER"
"Deleted the app and would still get songs plus ads would pop up!","OTHER"
"I do not recommend this!","OTHER"
"Frostwire4life","OTHER"
"Don't have any selection.","INFORMATION GIVING"
"Just awful.","OTHER"
"0 star if possible","OTHER"
"OMG I HATE IT SO MUCH MUST NOT DOWNLOAD","OTHER"
"Nice","OTHER"
"Nice love it","OTHER"
"No YouTube!!!!!","OTHER"
"Love how easy it is to download any artist or songs I want for FREE!!!","OTHER"
"Thanks","OTHER"
"Don't give music I want","INFORMATION GIVING"
"Best Music Down loader ever!","OTHER"
"I Used to be able to find my songs but then the update happened and i cant find anything","PROBLEM DISCOVERY"
"I love this.","OTHER"
"No other can compare to this","OTHER"
"Its back","OTHER"
"Frostwire used to be the best but until you un guys fix the youtube problem it'll be 5 star","INFORMATION GIVING"
"Its pretty good other than not having some of the songs I wanted","OTHER"
"Thank youuuu","OTHER"
"I've been a very dedicated and loyal frostwire customer and I haven't been very happy with the service I have been getting recently it seems that everytime i try to download song it errors out and it wont download the song.","OTHER"
"I've tried reinstalling frostwire on numerous occasions but to no avail I still can't download any music or any pictures of any kind if anyone has any information on why this is happening or if it is the new update please feel free to fill me in and let me know what's going on","PROBLEM DISCOVERY"
"You can't fine most good song's","PROBLEM DISCOVERY"
"Okay so I'm listening to my music and then when I go on Snapchat it just.goes.off like it stops","OTHER"
"I had it than it played up but at least it works now","OTHER"
"Stop working the same after a while use to be good but now it doesn't even look up music the same","OTHER"
"But not perfect","OTHER"
"It's a good app to find music but i wish it had a wider range.","FEATURE REQUEST"
"I'm trying to find a song i found on YouTube and it can't find it.","PROBLEM DISCOVERY"
"Overall a good app and easy to find stuff just needs bigger range of music and videos","FEATURE REQUEST"
"I downloaded  this app not to long ago, loved  it then it changed  now I really  dislike  it.","OTHER"
"Can't  find any songs!","PROBLEM DISCOVERY"
"This app does have problems  but  the great  thing  about  it is that  when you do have a  problem you can E-mail  you question/concerns  and you get a fast response.","PROBLEM DISCOVERY"
"With help or suggestions.","OTHER"
"Loving  this what seems personal  help!!","OTHER"
"Garbage","OTHER"
"WTF happen to youtube","OTHER"
"Doesn't work much","PROBLEM DISCOVERY"
"starts messing up after a while.","OTHER"
"worked great for about 8 months then stopped finding songs.","OTHER"
"oh well","OTHER"
"Reminds me when I would just skip school with friend and download music all day","OTHER"
"Too many remixed songs.","OTHER"
"I was in love with this app until now like no YouTube","OTHER"
"App suck's cause you can't read what songs are which.","PROBLEM DISCOVERY"
"And when you goto download one you lose your spot on the long list of songs, pretty annoying.","OTHER"
"Uninstalled","OTHER"
"This app went from being the best app in the world to the shittiest piece of crap ever.","OTHER"
"What the ffff did the new update do?","INFORMATION SEEKING"
"Great music and no WiFi really needed","OTHER"
"I got a brand new phone and first thing I did was download this so I can listen to music the.","OTHER"
"My phone wouldn't work very well and the music couldn't be previewed and downloading it took forever.","FEATURE REQUEST"
"Once a song was downloaded it didn't work.","PROBLEM DISCOVERY"
"This was on a galaxy s 5.","OTHER"
"So I am deleting this.","OTHER"
"This is the best app ever.","OTHER"
"It's always my go to app!","OTHER"
":D","OTHER"
"Rarely will I find what I wanted.","OTHER"
"I searched for Rap God by Eminem and I was shown Chinese symbols.","OTHER"
"Please make it to where we can find what we need and I will give a better rating.","FEATURE REQUEST"
"I've used frostwire for years now and you guys were awesome but you guys are slowly goin down hill with this.","OTHER"
"No YouTube(yes I know you had to take it off because of Google Play and whatnot seen from recent comments) but the music selection you have now is useless even to the smallest detail.","INFORMATION GIVING"
"All you get is remixes and petty terrible stuff it's not even worth listening to or looking up.","OTHER"
"I always supported the frostwire team but you guys are going cliche' and now the app is a waste of time.","INFORMATION GIVING"
"Didn't let me look up songs","OTHER"
"Good application","OTHER"
".","OTHER"
".","OTHER"
".","OTHER"
"I love being able to download music/media content quick, easy, and free.","OTHER"
"However, it's very trying to have to wait an extra week, or longer, for the updates to be on Google Play.","OTHER"
"Other application stores usually get the updates days, sometimes weeks, before we, with Google Play, are able to download them.","OTHER"
"My ONLY problem with this app is it's sheer lack of updates for Google Play users.","FEATURE REQUEST"
"Amazing app","OTHER"
"Hate The New Update!!!","OTHER"
"Literally worst app i have ever downloaded.If i download the song and next day i turn on my phone thd song was deleted.","OTHER"
"Every song I needed was there","OTHER"
"I dont like that you cant preview the song before downloading :/","PROBLEM DISCOVERY"
"Has almost no music","OTHER"
"Dope","OTHER"
"Hated it","OTHER"
"i have tried so many apps to download music and this is the one that has worked by far","OTHER"
