"sentence","category"
"stars when that gets fixed.","OTHER"
"I would give for star because it is pretty smooth and simple, but one thing i do concern about, please add select all apps in apps category to backup all selected apps.","FEATURE REQUEST"
"Hope it will help.","OTHER"
"Any day better and cleaner than ES or solid, I would definitely prefer this, though there is a bug that when I try to delete multiple files at once the app crashes :( .","PROBLEM DISCOVERY"
"Developer please fix this bug ; I have cyanogenmod Android 6.0.1
Quick access doesn't show up on android 8.1
App keeps closing when trying to delete some documents
Please add option to select interval and batch rename.","PROBLEM DISCOVERY"
"BUGS FOR LARGE FOLDERS While browsing folders with thousands of files, the","OTHER"
"app is crashing frequently.","PROBLEM DISCOVERY"
"Logcat is showing ConcurrentModificationError","OTHER"
"in HashMap.","OTHER"
"Please fix this.","PROBLEM DISCOVERY"
"4 stars because sometimes it crashes with no reason and randomly.","PROBLEM DISCOVERY"
"It happens when I create a folder, move to many files or even change a config
Good app .","INFORMATION GIVING"
"In need of a better home screen  which should also show the space left in the phone
Looks good so far Seems pretty useful but I'm a bit worried as to why it wants to know details of the people in my Google + circles.","INFORMATION SEEKING"
"After leaving ES Explorer and found this im finally happy it shows a lot of promise,  one thing i having being able to do is create a shortcut though !","INFORMATION GIVING"
"Attractive UI, though not quite as powerful as something like ES Explorer.","OTHER"
"This one is very basic file viewer.","OTHER"
"Don't trust it with file management operation.","INFORMATION GIVING"
"Tried to move a file one directory in external SD card.","OTHER"
"It just went in a copy loop and create bunch of random file and folders.","INFORMATION GIVING"
"So priority request for them is to have reliable file handling operation.","OTHER"
"Second on the wish list is LAN drive/connected device support.","OTHER"
"In that user can access and read/write to external LAN connected drive.","OTHER"
"This app is ok, but missing critical features like: rename files, navigation buttons (back, fwd, up level), ability to copy/edit path - file properties dialog (could at least allow to copy file size, name, path, do chmod, chown, etc), organized list, right now it is 75% empty screen space and small file names, while normally at least 30 lines could've been displayed.","FEATURE REQUEST"
"Also it is laggy and animations use CPU.","OTHER"
"And the ""in-app purchases"" requirement bothers me.","OTHER"
"I can't see the storage status.Please indicate the storage status of phone and sdcard.","PROBLEM DISCOVERY"
"I can see that now.But I think it would be better to make it visible as users won't be able to find it.Just a suggestion.Thanks.","FEATURE REQUEST"
"Copy and cut issues After update i still have problems with copy and cut, can't do them from Storage to SD card.","PROBLEM DISCOVERY"
"Please fix!","PROBLEM DISCOVERY"
":(
I support open source However, it crashed trying to delete 3 folders.","PROBLEM DISCOVERY"
"Going to have to stick with Total Commander for now.","OTHER"
"Here's a Bug: When you long click on a shortcut/bookmark like Music, Movies, etc.","PROBLEM DISCOVERY"
"The app crashes!","PROBLEM DISCOVERY"
"Like it.","OTHER"
"But When i move a file or folder it crashes
force stops while creating a new folder.","PROBLEM DISCOVERY"
"Where's the SD Card?","INFORMATION SEEKING"
"Doesn't detect SD card on Android N.
I really like the app, but lately I've been having problems with file actions, after trying something (paste, delete, rename, etc.) It crashes out :(
Lost functionality with 6.0 External hard drive that was found with 5.0 doesn't appear with 6.0
Needs work.","PROBLEM DISCOVERY"
"Performs OK, just keeps telling me has stopped whenever I try to open something and samba shares continually need to be refreshed.","FEATURE REQUEST"
"Why does this app need in-app purchases?","INFORMATION SEEKING"
"Where is the network support.","INFORMATION SEEKING"
"I can't access shared folders on a LAN or ssh/ftp to anything.","PROBLEM DISCOVERY"
"Crashes After the new update it keeps crashing whenever I delete any file and change the color of the layout.","PROBLEM DISCOVERY"
"Please fix it
Thanks for the fast and lightweight manager.","PROBLEM DISCOVERY"
"It can grow to take place of the ES of the past.","OTHER"
"Switched from ES because recently, it has become a spam and bloatware heavy app, and the top in battery draining list.","OTHER"
"Some bugs/suggestions:  1.","OTHER"
"Copy paste and cut paste notification stays on forever.","OTHER"
"Therefore next operation in queue won't start.","PROBLEM DISCOVERY"
"2.","OTHER"
"Have to set the default home tabs, each time I open the app.","OTHER"
"3.","OTHER"
"Dual toolbar top (static) and bottom, would have been great.","FEATURE REQUEST"
"4.","OTHER"
"The top ui bar should occupy less space, and be static with address, tabs, three line menu switch, etc.","OTHER"
"The dynamic style of it hinders easy copy pasting, directory switching etc  5.","OTHER"
"Grid view is not as comfortable as ES, cannot get the same experience even after adjusting the no of rows
It seems like ok.","PROBLEM DISCOVERY"
"Good file manager Nothing special about it and application is laggy.","OTHER"
"Screen flickering and crashes Nice file manager, but i see screen flickering when i press ""+"" floating button and then press ""back"" button.","PROBLEM DISCOVERY"
"If i press ""+"" and then ""x"" animation goes smoothly.","OTHER"
"Also app crashes when i try to zip something.","PROBLEM DISCOVERY"
"Material design Rocks!","OTHER"
"Sorry But no where near to my daily driver ES!","OTHER"
"Amaze doesn't have Samba browser, FTP, Remote manager, built-in Image/audio viewers, Memory analyst,etc.","OTHER"
"Want to I want to show the file PDF and doc and apk  if I can't get location of these in my phone or SD card
Nice app It color the top notification panel pink.","PROBLEM DISCOVERY"
"I want it to be opaque, not transparent.","OTHER"
"Rest is great.","OTHER"
"Pretty good, and no adware, which is a massive plus, but it's not totally intuitive, and for some reason if you browse to a folder with a currently downloading file, good luck getting out of there.","OTHER"
"The app totally loses it's mind.","OTHER"
"Nice replacement for ES Nice replacement for bloated ES file explorer.","OTHER"
"Not so many options (eg no option to choose location for app backup).","OTHER"
"Nice that it supports app backup, but when testing this the backupped .apk's could not be installed!","PROBLEM DISCOVERY"
"(Parse error)
Bad archives support Good app, but doesn't open archived files that ES explorer can handle without any issues
The only problem I've encountered so far is that I can't open audio files.","PROBLEM DISCOVERY"
"Awesome Changed rating.","OTHER"
"Coz if i cut song nd paste it another folder then my music player failed to play it
Crashes on selecting ""share"" menu item.","PROBLEM DISCOVERY"
"LG G2 5.0.2 CM Nightly
Root ?","OTHER"
"Nice but root explorer dsnt work.even if its checked .","OTHER"
"!!!","OTHER"
"P.S - device is rooted
force stops while creating a new folder.","OTHER"
"Where's the cut function?","INFORMATION SEEKING"
"The interface is nice, but there are many missing functions that I think are essential to a file manager such as cut and compress.","FEATURE REQUEST"
"Ok
Nice service After my feedback of not working on my phone then I got a new update of it quickly.sorry.but it have many bugs which i haven't seen.please Kindly give me a new upgrade of it.i love this app
Crashes a lot
Pretty average
Root After enabling root, no files are visible on the device.","PROBLEM DISCOVERY"
"Missing the quick delete on the title bar.","FEATURE REQUEST"
"Everything else works great.","OTHER"
"File How can I move files to sd card thanks
It's great but . . . Just a bit laggy with the animations.","OTHER"
"Also, add more features for a power user, like SD card and cloud storage.","OTHER"
"And make navigation a bit easier, like when I'm trying to go back to the main screen by cycling through the folders I had to go straight back to the menu instead of tracking back in the folders.","OTHER"
"Experiencing Root Error Works fine but enabling Root Explorer causes the App to misbehave.","OTHER"
"I'm using Note 2 running SlimKat ROM.","OTHER"
"Great but.","OTHER"
"This app is great, i just want to request to have an option to display the used and free space rather than the total number of files, will rate to 5 star if granted.","FEATURE REQUEST"
"Thanks
No Icon There is no icon in the launcher
Not amazed Cannot set media files as ringtones
no batch rename
Back to ugly root explorer Unable to write files to system
Good Files can't not be moved and it crashes, Other than that its great
Signing in with Google causes force close every time
Can't attach files through this app.","PROBLEM DISCOVERY"
"Tried attaching a zip to my email but always gets ""can't attach empty file"" error even though the zip is not empty.","PROBLEM DISCOVERY"
